Symbol,Company Name
ANTM,"Anthem, Inc. Common Stock"
ANY,Sphere 3D Corp. 
AOA,iShares Core Aggressive Allocation ETF
AOBC,American Outdoor Brands Corporation 
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock
AOIL,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K
AOK,iShares Core Conservative Allocation ETF
AOM,iShares Core Moderate Allocation ETF
AON,Aon plc Class A Ordinary Shares (UK)
AOR,iShares Core Growth Allocation ETF
AOS,A.O. Smith Corporation Common Stock
AOSL,Alpha and Omega Semiconductor Limited 
AP,Ampco
APA,Apache Corporation Common Stock
APAM,Artisan Partners Asset Management Inc. Class A Common Stock
APC,Anadarko Petroleum Corporation Common Stock
APD,"Air Products and Chemicals, Inc. Common Stock"
APDN,Applied DNA Sciences Inc 
APDNW,Applied DNA Sciences Inc 
APEI,"American Public Education, Inc. "
APEN,"Apollo Endosurgery, Inc. "
APF,Morgan Stanley Asia
APH,Amphenol Corporation Common Stock
APHA,Aphria Inc. Common Shares
APHB,AmpliPhi Biosciences Corporation Common Stock
APLE,"Apple Hospitality REIT, Inc. Common Shares"
APLS,"Apellis Pharmaceuticals, Inc. "
APM,Aptorum Group Limited 
APO,"Apollo Global Management, LLC Class A Common Shares Representing Class A Limitied Liability Company Interests"
APO$A,"Apollo Global Management, LLC 6.375% Series A Preferred Shares"
APO$B,"Apollo Global Management, LLC 6.375% Series B Preferred Shares"
APOG,"Apogee Enterprises, Inc. "
APOP,Cellect Biotechnology Ltd. 
APOPW,Cellect Biotechnology Ltd. 
APPF,"AppFolio, Inc. "
APPN,Appian Corporation 
APPS,"Digital Turbine, Inc. "
APRN,"Blue Apron Holdings, Inc. Class A Common Stock"
APT,"Alpha Pro Tech, Ltd. Common Stock"
APTO,"Aptose Biosciences, Inc. "
APTS,"Preferred Apartment Communities, Inc. Common Stock"
APTV,Aptiv PLC Ordinary Shares
APTX,Aptinyx Inc. 
APU,"AmeriGas Partners, L.P. Common Stock"
APVO,Aptevo Therapeutics Inc. 
APWC,Asia Pacific Wire & Cable Corporation Limited 
APY,Apergy Corporation Common Stock 
APYX,Apyx Medical Corporation 
AQ,Aquantia Corp. Common Stock
AQB,"AquaBounty Technologies, Inc. "
AQMS,"Aqua Metals, Inc. "
AQN,Algonquin Power & Utilities Corp. Common Shares
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed
AQST,"Aquestive Therapeutics, Inc. "
AQUA,Evoqua Water Technologies Corp. Common Stock
AQXP,"Aquinox Pharmaceuticals, Inc. "
AR,Antero Resources Corporation Common Stock
ARA,"American Renal Associates Holdings, Inc Common Stock"
ARAV,"Aravive, Inc. "
ARAY,Accuray Incorporated 
ARC,"ARC Document Solutions, Inc. Common Stock"
ARCB,ArcBest Corporation 
ARCC,Ares Capital Corporation 
ARCE,Arco Platform Limited 
ARCH,"Arch Coal, Inc. Class A Common Stock"
ARCI,"Appliance Recycling Centers of America, Inc. "
ARCM,Arrow Reserve Capital Management ETF
ARCO,Arcos Dorados Holdings Inc. Class A Shares
ARCT,Arcturus Therapeutics Ltd. 
ARCW,"ARC Group Worldwide, Inc. "
ARD,Ardagh Group S.A. Common Shares
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares"
ARDS,Aridis Pharmaceuticals Inc. 
ARDX,"Ardelyx, Inc. "
ARE,"Alexandria Real Estate Equities, Inc. Common Stock"
ARE$D,"Alexandria Real Estate Equities, Inc. 7.00% Series D Cumulative Convertible Preferred Stock"
AREC,American Resources Corporation 
ARES,Ares Management Corporation Class A Common Stock
ARES$A,Ares Management Corporation 7.00% Series A Preferred Stock
AREX,Approach Resources Inc. 
ARGD,"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042"
ARGO,"Argo Group International Holdings, Ltd."
ARGT,Global X MSCI Argentina ETF
ARGX,argenx SE 
ARI,"Apollo Commercial Real Estate Finance, Inc"
ARI$C,Apollo Commercial Real Estate Finance 8.00% Series C Cumulative Redeemable Perpetual Preferred Stock
ARKF,ARK Fintech Innovation ETF
ARKG,ARK Genomic Revolution Multi
ARKK,ARK Innovation ETF
ARKQ,ARK Industrial Innovation ETF
ARKR,Ark Restaurants Corp. 
ARKW,ARK Web x.0 ETF
ARL,"American Realty Investors, Inc. Common Stock"
ARLO,"Arlo Technologies, Inc. Common Stock"
ARLP,"Alliance Resource Partners, L.P. "
ARMK,Aramark Common Stock
ARNA,"Arena Pharmaceuticals, Inc. "
ARNC,Arconic Inc. Common Stock
ARNC$,Arconic Inc. $3.75 Preferred Stock
AROC,"Archrock, Inc. Common Stock"
AROW,Arrow Financial Corporation 
ARPO,"Aerpio Pharmaceuticals, Inc. "
ARQL,"ArQule, Inc. "
ARR,"ARMOUR Residential REIT, Inc."
ARR$A,Armour Residential REIT INC Preferred Series A
ARR$B,"ARMOUR Residential REIT, Inc. Preferred Series B"
ARRS,ARRIS International plc 
ARRY,Array BioPharma Inc. 
ARTNA,Artesian Resources Corporation 
ARTW,Art's
ARTX,Arotech Corporation 
ARVN,"Arvinas, Inc. "
ARW,"Arrow Electronics, Inc. Common Stock"
ARWR,"Arrowhead Pharmaceuticals, Inc. "
ARYA,ARYA Sciences Acquisition Corp. 
ARYAU,ARYA Sciences Acquisition Corp. 
ARYAW,ARYA Sciences Acquisition Corp. 
ASA,ASA  Gold and Precious Metals Limited
ASB,Associated Banc
ASB$C,Associated Banc
ASB$D,Associated Banc
ASB$E,Associated Banc
ASC,Ardmore Shipping Corporation Common Stock
ASCMA,"Ascent Capital Group, Inc. "
ASEA,Global X FTSE Southeast Asia ETF
ASET,FlexShares Real Assets Allocation Index Fund
ASFI,"Asta Funding, Inc. "
ASG,Liberty All
ASGN,ASGN Incorporated Common Stock
ASH,Ashland Global Holdings Inc. Common Stock
ASHR,Xtrackers Harvest CSI 300 China A
ASHS,Xtrackers Harvest CSI 500 China A
ASHX,Xtrackers MSCI China A Inclusion Equity ETF
ASIX,AdvanSix Inc. Common Stock 
ASLN,ASLAN Pharmaceuticals Limited 
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada)
ASMB,"Assembly Biosciences, Inc. "
ASML,ASML Holding N.V. 
ASNA,"Ascena Retail Group, Inc. "
ASND,Ascendis Pharma A/S 
ASPN,"Aspen Aerogels, Inc. Common Stock"
ASPS,Altisource Portfolio Solutions S.A. 
ASPU,Aspen Group Inc. 
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock"
ASRT,"Assertio Therapeutics, Inc. "
ASRV,AmeriServ Financial Inc. 
ASRVP,AmeriServ Financial Inc. 
ASTC,Astrotech Corporation 
ASTE,"Astec Industries, Inc. "
ASUR,Asure Software Inc 
ASV,"ASV Holdings, Inc. "
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) "
ASYS,"Amtech Systems, Inc. "
AT,Atlantic Power Corporation Ordinary Shares (Canada)
ATAI,ATA Inc. 
ATAX,"America First Multifamily Investors, L.P. "
ATEC,"Alphatec Holdings, Inc. "
ATEN,"A10 Networks, Inc. Common Stock"
ATGE,Adtalem Global Education Inc. Common Stock
ATH,Athene Holding Ltd. Class A Common Shares
ATHM,"Autohome Inc. American Depositary Shares, each representing one class A ordinary share."
ATHX,"Athersys, Inc. "
ATI,Allegheny Technologies Incorporated Common Stock
ATIS,Attis Industries Inc. 
ATISW,Attis Industries Inc. 
ATKR,Atkore International Group Inc. Common Stock
ATLC,Atlanticus Holdings Corporation 
ATLO,Ames National Corporation 
ATMP,Barclays ETN Plus Select MLP
ATNI,"ATN International, Inc. "
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock"
ATNX,"Athenex, Inc. "
ATO,Atmos Energy Corporation Common Stock
ATOM,Atomera Incorporated 
ATOS,Atossa Genetics Inc. 
ATR,"AptarGroup, Inc. Common Stock"
ATRA,"Atara Biotherapeutics, Inc. "
ATRC,"AtriCure, Inc. "
ATRI,Atrion Corporation 
ATRO,Astronics Corporation 
ATRS,"Antares Pharma, Inc. "
ATSG,"Air Transport Services Group, Inc "
ATTO,Atento S.A. Ordinary Shares
ATTU,Attunity Ltd. 
ATU,Actuant Corporation Common Stock
ATUS,"Altice USA, Inc. Class A Common Stock"
ATV,"Acorn International, Inc. ADS"
ATVI,"Activision Blizzard, Inc "
ATXI,"Avenue Therapeutics, Inc. "
AU,AngloGold Ashanti Limited Common Stock
AUBN,"Auburn National Bancorporation, Inc. "
AUDC,AudioCodes Ltd. 
AUG,Auryn Resources Inc. Common Shares
AUGR,Defiance Future Tech ETF
AUMN,Golden Minerals Company Common Stock
AUO,AU Optronics Corp American Depositary Shares
AUPH,Aurinia Pharmaceuticals Inc 
AUSF,Global X Funds Global X Adaptive U.S. Factor ETF
AUTL,Autolus Therapeutics plc 
AUTO,"AutoWeb, Inc. "
