Symbol,Company Name
NUEM,Nuveen ESG Emerging Markets Equity ETF
NUGT,Direxion Daily Gold Miners Index Bull 3X Shares
NULG,Nuveen ESG Large
NULV,Nuveen ESG Large
NUM,Nuveen Michigan Quality Municipal Income Fund Common Stock
NUMG,Nuveen ESG Mid
NUMV,Nuveen ESG Mid
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock
NURE,Nuveen Short
NURO,"NeuroMetrix, Inc. "
NUROW,"NeuroMetrix, Inc. "
NUS,"Nu Skin Enterprises, Inc. Common Stock"
NUSA,Nuveen Enhanced Yield 1
NUSC,Nuveen ESG Small
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock"
NUVA,"NuVasive, Inc. "
NUW,Nuveen AMT
NVAX,"Novavax, Inc. "
NVCN,Neovasc Inc. 
NVCR,NovoCure Limited 
NVDA,NVIDIA Corporation 
NVEC,NVE Corporation 
NVEE,"NV5 Global, Inc. "
NVFY,"Nova Lifestyle, Inc "
NVG,Nuveen AMT
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVIV,InVivo Therapeutics Holdings Corp. 
NVLN,Novelion Therapeutics Inc.  
NVMI,Nova Measuring Instruments Ltd. 
NVMM,"Novume Solutions, Inc. "
NVO,Novo Nordisk A/S Common Stock
NVR,"NVR, Inc. Common Stock"
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NVT,nVent Electric plc Ordinary Shares 
NVTA,Invitae Corporation Common Stock
NVTR,Nuvectra Corporation 
NVUS,"Novus Therapeutics, Inc. "
NWBI,"Northwest Bancshares, Inc. "
NWE,NorthWestern Corporation Common Stock
NWFL,Norwood Financial Corp. 
NWHM,New Home Company Inc. (The) Common Stock
NWL,Newell Brands Inc. 
NWLI,"National Western Life Group, Inc. "
NWN,Northwest Natural Holding Company Common Stock
NWPX,Northwest Pipe Company 
NWS,News Corporation 
NWSA,News Corporation 
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax
NXE,Nexgen Energy Ltd. Common Shares
NXGN,"NextGen Healthcare, Inc. "
NXJ,Nuveen New Jersey Qualified Municipal Fund 
NXN,Nuveen New York Select Tax
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXPI,NXP Semiconductors N.V. 
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock
NXRT,"NexPoint Residential Trust, Inc. Common Stock"
NXST,"Nexstar Media Group, Inc. "
NXTD,NXT
NXTDW,NXT
NYCB,"New York Community Bancorp, Inc. Common Stock"
NYCB$A,"New York Community Bancorp, Inc. Depositary shares, each representing a 1/40th interest in a share of Fixed"
NYCB$U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)"
NYF,iShares New York Muni Bond ETF
NYMT,"New York Mortgage Trust, Inc. "
NYMTN,"New York Mortgage Trust, Inc. "
NYMTO,"New York Mortgage Trust, Inc. "
NYMTP,"New York Mortgage Trust, Inc. "
NYMX,Nymox Pharmaceutical Corporation 
NYNY,"Empire Resorts, Inc. "
NYT,New York Times Company (The) Common Stock
NYV,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest
NZF,Nuveen Municipal Credit Income Fund 
O,Realty Income Corporation Common Stock
OAK,"Oaktree Capital Group, LLC Class A Units Representing Limited Liability Company Interests"
OAK$A,"Oaktree Capital Group, LLC 6.625% Series A Preferred units"
OAK$B,"Oaktree Capital Group, LLC 6.550% Series B Preferred Units"
OAS,Oasis Petroleum Inc. Common Stock
OASM,Oasmia Pharmaceutical AB 
OBAS,Optibase Ltd. 
OBCI,Ocean Bio
OBE,Obsidian Energy Ltd.
