Symbol,Company Name
TTD,"The Trade Desk, Inc. "
TTEC,"TTEC Holdings, Inc. "
TTEK,"Tetra Tech, Inc. "
TTGT,"TechTarget, Inc. "
TTI,"Tetra Technologies, Inc. Common Stock"
TTM,Tata Motors Ltd Tata Motors Limited
TTMI,"TTM Technologies, Inc. "
TTNP,"Titan Pharmaceuticals, Inc. "
TTOO,"T2 Biosystems, Inc. "
TTP,"Tortoise Pipeline & Energy Fund, Inc. Common Stock"
TTPH,"Tetraphase Pharmaceuticals, Inc. "
TTS,"Tile Shop Hldgs, Inc. "
TTT,ProShares UltraPro Short 20 Year Treasury
TTTN,TigerShares China
TTWO,Take
TU,Telus Corporation Ordinary Shares
TUES,Tuesday Morning Corp. 
TUP,Tupperware Brands Corporation Common Stock
TUR,iShares MSCI Turkey ETF
TURN,180 Degree Capital Corp. 
TUSA,First Trust Total US Market AlphaDEX ETF
TUSK,"Mammoth Energy Services, Inc. "
TUZ,PIMCO 1
TV,Grupo Televisa S.A. Common Stock
TVC,Tennessee Valley Authority Common Stock
TVE,Tennessee Valley Authority
TVIX,Credit Suisse AG 
TVPT,Travelport Worldwide Limited Common Shares
TVTY,"Tivity Health, Inc. "
TWI,"Titan International, Inc. (DE) Common Stock"
TWIN,"Twin Disc, Incorporated "
TWLO,Twilio Inc. Class A Common Stock
TWLV,Twelve Seas Investment Company 
TWLVR,Twelve Seas Investment Company 
TWLVU,Twelve Seas Investment Company 
TWLVW,Twelve Seas Investment Company 
TWM,ProShares UltraShort Russell2000
TWMC,Trans World Entertainment Corp. 
TWN,"Taiwan Fund, Inc. (The) Common Stock"
TWNK,"Hostess Brands, Inc. "
TWNKW,"Hostess Brands, Inc. "
TWO,Two Harbors Investment Corp
TWO$A,Two Harbors Investments Corp 8.125% Series A Fixed
TWO$B,Two Harbors Investments Corp 7.625% Series B Fixed
TWO$C,Two Harbors Investments Corp 7.25% Series C Fixed
TWO$D,Two Harbors Investments Corp 7.75% Series D Cumulative Redeemable Preferred Stock
TWO$E,Two Harbors Investments Corp 7.50% Series E Cumulative Redeemable Preferred Stock
TWOU,"2U, Inc. "
TWST,Twist Bioscience Corporation 
TWTR,"Twitter, Inc. Common Stock"
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)"
TXMD,"TherapeuticsMD, Inc. "
TXN,Texas Instruments Incorporated 
TXRH,"Texas Roadhouse, Inc. "
TXT,Textron Inc. Common Stock
TY,Tri Continental Corporation Common Stock
TY$,Tri Continental Corporation Preferred Stock
TYBS,Direxion Daily 20 Year Treasury Bear 1X Shares
TYD,Direxion Daily 10
TYG,Tortoise Energy Infrastructure Corporation Common Stock
TYHT,"Shineco, Inc. "
TYL,"Tyler Technologies, Inc. Common Stock"
TYME,"Tyme Technologies, Inc. "
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares
TYO,Direxion Daily 10
TYPE,Monotype Imaging Holdings Inc. 
TZA,Direxion Small Cap Bear 3X Shares
TZAC,Tenzing Acquisition Corp. 
TZACU,Tenzing Acquisition Corp. 
TZACW,Tenzing Acquisition Corp. 
TZOO,Travelzoo 
UA,"Under Armour, Inc. Class C Common Stock"
UAA,"Under Armour, Inc. Class A Common Stock"
UAE,iShares MSCI UAE ETF
UAG,E
UAL,"United Continental Holdings, Inc. "
UAMY,United States Antimony Corporation Common Stock
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests"
UAUD,ETNs linked to the VelocityShares Daily 4X Long AUD vs. USD Index
UAVS,"AgEagle Aerial Systems, Inc. Common Stock"
UBA,Urstadt Biddle Properties Inc. Common Stock
UBCP,"United Bancorp, Inc. "
UBFO,United Security Bancshares 
UBG,E
UBIO,Proshares UltraPro Nasdaq Biotechnology
UBNK,"United Financial Bancorp, Inc.  "
UBNT,"Ubiquiti Networks, Inc. "
UBOH,"United Bancshares, Inc. "
UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 3X Shares"
UBP,Urstadt Biddle Properties Inc. Common Stock
UBP$G,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%
UBP$H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock
UBR,ProShares Ultra MSCI Brazil Capped
UBS,UBS Group AG Registered Ordinary Shares
UBSH,Union Bankshares Corporation 
UBSI,"United Bankshares, Inc. "
UBT,ProShares Ultra 20+ Year Treasury
UBX,"Unity Biotechnology, Inc. "
UCBI,"United Community Banks, Inc. "
UCC,ProShares Ultra Consumer Services
UCFC,United Community Financial Corp. 
UCHF,ETNs linked to the VelocityShares Daily 4X Long CHF vs. USD Index
UCI,E
UCIB,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038"
UCO,ProShares Ultra Bloomberg Crude Oil
UCOM,ProShares UltraPro Communication Services Select Sector
UCON,First Trust TCW Unconstrained Plus Bond ETF
UCTT,"Ultra Clean Holdings, Inc. "
UDN,Invesco DB USD Index Bearish ETF
UDOW,ProShares UltraPro Dow30
UDR,"UDR, Inc. Common Stock"
UE,Urban Edge Properties Common Shares of Beneficial Interest
UEC,Uranium Energy Corp. Common Stock
UEIC,Universal Electronics Inc. 
UEPS,"Net 1 UEPS Technologies, Inc. "
UEUR,ETNs linked to the VelocityShares Daily 4X Long EUR vs. USD Index
UEVM,USAA MSCI Emerging Markets Value Momentum Blend Index ETF
UFAB,"Unique Fabricating, Inc. Common Stock"
UFCS,"United Fire Group, Inc "
UFI,"Unifi, Inc. New Common Stock"
UFPI,"Universal Forest Products, Inc. "
UFPT,"UFP Technologies, Inc. "
UFS,Domtar Corporation (NEW) Common Stock
UG,United
UGA,United States Gasoline Fund LP
UGAZ,VelocityShares 3X Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index Excess Return
UGBP,ETNs linked to the VelocityShares Daily 4X Long GBP vs. USD Index
UGE,ProShares Ultra Consumer Goods
UGI,UGI Corporation Common Stock
UGL,ProShares Ultra Gold
UGLD,Credit Suisse AG 
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)
UHAL,Amerco 
UHS,"Universal Health Services, Inc. Common Stock"
UHT,Universal Health Realty Income Trust Common Stock
UIHC,United Insurance Holdings Corp. 
UIS,Unisys Corporation New Common Stock
UITB,USAA Core Intermediate
UIVM,USAA MSCI International Value Momentum Blend Index ETF
UJAN,Innovator S&P 500 Ultra Buffer ETF 
UJB,ProShares Ultra High Yield ETF
UJPY,ETNs linked to the VelocityShares Daily 4X Long JPY vs. USD Index
UJUL,Innovator S&P 500 Ultra Buffer ETF 
UL,Unilever PLC Common Stock
ULBI,Ultralife Corporation 
ULBR,Citigroup Global Markets Holdings Inc VelocityShares Long LIBOR ETN
ULE,ProShares Ultra Euro
ULH,"Universal Logistics Holdings, Inc. "
ULST,SPDR SSgA Ultra Short Term Bond ETF
ULTA,"Ulta Beauty, Inc. "
ULTI,"The Ultimate Software Group, Inc. "
ULVM,USAA MSCI USA Value Momentum Blend Index ETF
UMBF,UMB Financial Corporation 
UMC,United Microelectronics Corporation (NEW) Common Stock
UMDD,UltraPro MidCap400
UMH,"UMH Properties, Inc. Common Stock"
UMH$B,"UMH Properties, Inc. 8.0% Series B Cumulative Redeemable Preferred Stock"
UMH$C,"UMH Properties, Inc. 6.75% Series C Cumulative Redeemable Preferred Stock,  Liquidation Preference $25 per share"
UMH$D,"UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share"
UMPQ,Umpqua Holdings Corporation 
UMRX,Unum Therapeutics Inc. 
UN,Unilever NV Common Stock
UNAM,Unico American Corporation 
UNB,"Union Bankshares, Inc. "
UNF,Unifirst Corporation Common Stock
UNFI,"United Natural Foods, Inc. Common Stock"
UNG,United States Natural Gas Fund LP
UNH,UnitedHealth Group Incorporated Common Stock (DE)
UNIT,Uniti Group Inc. 
UNL,United States 12 Month Natural Gas Fund
UNM,Unum Group Common Stock
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058
UNP,Union Pacific Corporation Common Stock
UNT,Unit Corporation Common Stock
UNTY,"Unity Bancorp, Inc. "
UNVR,Univar Inc. Common Stock
UOCT,Innovator S&P 500 Ultra Buffer ETF 
UONE,"Urban One, Inc.  "
UONEK,"Urban One, Inc.  "
UPL,Ultra Petroleum Corp. 
UPLD,"Upland Software, Inc. "
UPRO,ProShares UltraPro S&P 500
UPS,"United Parcel Service, Inc. Common Stock"
UPV,ProShares Ultra FTSE Europe
UPW,ProShares Ultra Utilities
UPWK,Upwork Inc. 
UQM,UQM Technologies Inc Common Stock
URA,Global X Uranium ETF
URBN,"Urban Outfitters, Inc. "
URE,ProShares Ultra Real Estate
URG,Ur Energy Inc Common Shares (Canada)
URGN,UroGen Pharma Ltd. 
URI,"United Rentals, Inc. Common Stock"
UROV,Urovant Sciences Ltd. 
URR,Market Vectors Double Long Euro ETN
URTH,Ishares MSCI World Index Fund
URTY,ProShares UltraPro Russell2000
USA,Liberty All
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests"
USAI,American Energy Independence ETF
