Symbol,Company Name
IGIB,iShares Intermediate
IGIH,Xtrackers Investment Grade Bond 
IGLB,Shares Long
IGLD,Internet Gold Golden Lines Ltd. 
IGM,iShares Expanded Tech Sector ETF
IGN,iShares North American Tech
IGOV,iShares International Treasury Bond ETF
IGR,CBRE Clarion Global Real Estate Income Fund Common Stock
IGRO,iShares International Dividend Growth ETF
IGSB,iShares Short
IGT,International Game Technology Ordinary Shares
IGV,iShares Expanded Tech
IGVT,Xtrackers Barclays International Treasury Bond Hedged ETF
IHC,Independence Holding Company Common Stock
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
IHDG,WisdomTree International Hedged Quality Dividend Growth Fund
IHE,iShares U.S. Pharmaceutical ETF
IHF,iShares U.S. Health Care Providers ETF
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IHI,iShares U.S. Medical Devices ETF
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest
IHTA,"Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share"
IHY,VanEck Vectors International High Yield Bond
IHYD,Invesco Corporate Income Defensive ETF
IHYV,Invesco Corporate Income Value ETF
IID,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock"
IIGD,Invesco Investment Grade Defensive ETF
IIGV,Invesco Investment Grade Value ETF
III,"Information Services Group, Inc. "
IIIN,"Insteel Industries, Inc. "
IIIV,"i3 Verticals, Inc. "
IIJI,"Internet Initiative Japan, Inc. "
IIM,Invesco Value Municipal Income Trust Common Stock
IIN,IntriCon Corporation 
IIPR,"Innovative Industrial Properties, Inc. Common Stock"
IIPR$A,"Innovative Industrial Properties, Inc. 9.00% Series A Cumulative Redeemable Preferred Stock"
IIVI,II
IJH,iShares Core S&P Mid
IJJ,iShares S&P Mid
IJK,iShares S&P Mid
IJR,iShares Core S&P Small
IJS,iShares S&P SmallCap 600 Value ETF
IJT,iShares S&P Small
IKNX,Ikonics Corporation 
ILF,iShares Latin America 40 ETF
ILMN,"Illumina, Inc. "
ILPT,Industrial Logistics Properties Trust 
ILTB,iShares Core 10  Year USD Bond ETF
IMAC,"IMAC Holdings, Inc. "
IMACW,"IMAC Holdings, Inc. "
IMAX,Imax Corporation Common Stock
IMDZ,Immune Design Corp. 
IMFC,Invesco Multi
IMFD,Invesco Multi
IMFI,Invesco Multi
IMFP,Invesco Multi
IMGN,"ImmunoGen, Inc. "
IMH,"Impac Mortgage Holdings, Inc. Common Stock "
IMI,"Intermolecular, Inc. "
IMKTA,"Ingles Markets, Incorporated "
IMLP,iPath S&P MLP ETN
IMMP,Immutep Limited 
IMMR,Immersion Corporation 
IMMU,"Immunomedics, Inc. "
IMO,Imperial Oil Limited Common Stock
IMOM,Alpha Architect International Quantitative Momentum ETF
IMOS,ChipMOS TECHNOLOGIES INC. 
IMRN,Immuron Limited 
IMRNW,Immuron Limited 
IMTB,iShares Core 5
IMTE,Integrated Media Technology Limited 
IMTM,iShares Edge MSCI Intl Momentum Factor ETF
IMV,IMV Inc. 
IMXI,"International Money Express, Inc. "
INAP,Internap Corporation 
INB,"Cohen & Steers Global Income Builder, Inc. Common Shares of Beneficial Interest"
INBK,First Internet Bancorp 
INBKL,First Internet Bancorp 
INCO,Columbia India Consumer ETF
INCY,Incyte Corporation 
INDA,Ishares MSCI India ETF
INDB,Independent Bank Corp. 
INDL,Direxion Daily MSCI India Bull 3x Shares
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF
INDY,iShares S&P India Nifty 50 Index Fund
INF,Brookfield Global Listed Infrastructure Income Fund Closed End Fund
INFI,"Infinity Pharmaceuticals, Inc. "
INFN,Infinera Corporation 
INFO,IHS Markit Ltd. 
INFR,Legg Mason Global Infrastructure ETF
INFU,"InfuSystems Holdings, Inc. Common Stock"
INFY,Infosys Limited American Depositary Shares
ING,"ING Group, N.V. Common Stock"
INGN,"Inogen, Inc "
INGR,Ingredion Incorporated Common Stock
INKM,SPDR SSgA Income Allocation ETF
INMB,INmune Bio Inc. 
INN,"Summit Hotel Properties, Inc. Common Stock"
INN$D,"Summit Hotel Properties, Inc. 6.45% Series D Cumulative Redeemable Preferred Stock"
INN$E,"Summit Hotel Properties, Inc. 6.250% Series E Cumulative Redeemable Preferred Stock"
INNT,"Innovate Biopharmaceuticals, Inc. "
INO,"Inovio Pharmaceuticals, Inc. "
INOD,Innodata Inc. 
INOV,"Inovalon Holdings, Inc. "
INPX,Inpixon  
INR,Market Vectors Indian Rupee/USD  ETN
INS,Intelligent Systems Corporation Common Stock
INSE,"Inspired Entertainment, Inc. "
INSG,Inseego Corp. 
INSI,Insight Select Income Fund
INSM,"Insmed, Inc. "
INSP,"Inspire Medical Systems, Inc. Common Stock"
INST,"Instructure, Inc. Common Stock"
INSUU,Insurance Acquisition Corp. 
INSW,"International Seaways, Inc. Common Stock "
INSW$A,"International Seaways, Inc. 8.50% Senior Notes due June 30, 2023"
INSY,"Insys Therapeutics, Inc. "
INT,World Fuel Services Corporation Common Stock
INTC,Intel Corporation 
INTF,iShares Edge MSCI Multifactor Intl ETF
INTG,The Intergroup Corporation 
INTL,INTL FCStone Inc. 
INTT,inTest Corporation Common Stock
INTU,Intuit Inc. 
INUV,"Inuvo, Inc."
INVA,"Innoviva, Inc. "
INVE,"Identiv, Inc. "
INVH,Invitation Homes Inc. Common Stock
INWK,"InnerWorkings, Inc. "
INXN,InterXion Holding N.V. Ordinary Shares (0.01 nominal value)
INXX,Columbia India Infrastructure ETF
IO,Ion Geophysical Corporation Common Stock
IONS,"Ionis Pharmaceuticals, Inc. "
IOO,iShares Global 100 ETF
IOR,"Income Opportunity Realty Investors, Inc. Common Stock"
IOSP,Innospec Inc. 
IOTS,Adesto Technologies Corporation 
IOVA,"Iovance Biotherapeutics, Inc. "
IP,International Paper Company Common Stock
IPAC,iShares Core MSCI Pacific ETF
IPAR,"Inter Parfums, Inc. "
IPAY,ETFMG Prime Mobile Payments ETF
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003"
IPCI,Intellipharmaceutics International Inc. 
IPDN,"Professional Diversity Network, Inc. "
IPE,SPDR Bloomberg Barclays TIPS ETF
IPFF,iShares International Preferred Stock ETF
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock"
IPGP,IPG Photonics Corporation 
IPHI,Inphi Corporation Common Stock $0.001 par value
IPHS,"Innophos Holdings, Inc. "
IPI,"Intrepid Potash, Inc Common Stock"
IPIC,iPic Entertainment Inc. 
IPKW,Invesco International BuyBack Achievers ETF
IPLDP,Interstate Power and Light Company 
IPO,Renaissance IPO ETF
IPOA,"Social Capital Hedosophia Holdings Corp. Class A ordinary shares, par value $0.0001"
IPOA.U,"Social Capital Hedosophia Holdings Corp. Units, each consisting of one Class A Ordinary Share and one"
IPOA.W,"Social Capital Hedosophia Holdings Corp. Warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50"
IPOS,Renaissance Capital Greenwich Fund
IPWR,Ideal Power Inc. 
IQ,"iQIYI, Inc. "
IQDE,FlexShares International Quality Dividend Defensive Index Fund
IQDF,FlexShares International Quality Dividend Index Fund
IQDG,WisdomTree International Quality Dividend Growth Fund
IQDY,FlexShares International Quality Dividend Dynamic Index Fund
IQI,Invesco Quality Municipal Income Trust Common Stock
IQIN,IQ 500 International ETF
IQLT,iShares Edge MSCI Intl Quality Factor ETF
IQV,"IQVIA Holdings, Inc. Common Stock"
IR,Ingersoll
IRBO,iShares Robotics and Artificial Intelligence ETF
IRBT,iRobot Corporation 
IRCP,IRSA Propiedades Comerciales S.A. 
IRDM,Iridium Communications Inc 
IRDMB,Iridium Communications Inc 
IRET,Investors Real Estate Trust Shares of Beneficial Interest
IRET$C,Investors Real Estate Trust 6.625% Series C Cumulative Redeemable Preferred Shares (Liquidation Preference $25.00 Per Share)
IRIX,IRIDEX Corporation 
IRL,"New Ireland Fund, Inc (The) Common Stock"
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRMD,iRadimed Corporation 
IROQ,"IF Bancorp, Inc. "
IRR,Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
IRT,"Independence Realty Trust, Inc. Common Stock"
IRTC,"iRhythm Technologies, Inc. "
IRWD,"Ironwood Pharmaceuticals, Inc. "
IRWDV,"Ironwood Pharmaceuticals, Inc. "
ISBC,"Investors Bancorp, Inc. "
ISCA,International Speedway Corporation 
ISCF,iShares Edge MSCI Intl Size Factor ETF
ISD,"PGIM High Yield Bond Fund, Inc."
ISDR,Issuer Direct Corporation Common Stock
ISDS,Invesco RAFI Strategic Developed ex
ISDX,Invesco RAFI Strategic Developed ex
ISEM,Invesco RAFI Strategic Emerging Markets ETF
ISF,"ING Group, N.V. Perp Hybrid Cap Secs (Netherlands)"
