Symbol,Company Name
NEON,Neonode Inc. 
NEOS,"Neos Therapeutics, Inc. "
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests"
NEPT,Neptune Wellness Solutions Inc. 
NERV,"Minerva Neurosciences, Inc "
NES,"Nuverra Environmental Solutions, Inc. Common Stock"
NESR,National Energy Services Reunited Corp. 
NESRW,National Energy Services Reunited Corp. 
NETE,"Net Element, Inc. "
NETS,Netshoes (Cayman) Limited Common Shares
NEU,NewMarket Corp Common Stock
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest
NEW,"Puxin Limited American Depositary Shares, each representing two Ordinary Shares"
NEWA,"Newater Technology, Inc. "
NEWM,New Media Investment Group Inc. Common Stock
NEWR,"New Relic, Inc. Common Stock"
NEWT,Newtek Business Services Corp. 
NEWTI,Newtek Business Services Corp. 
NEWTZ,Newtek Business Services Corp. 
NEXA,Nexa Resources S.A. Common Shares
NEXT,NextDecade Corporation 
NFBK,"Northfield Bancorp, Inc. "
NFC,New Frontier Corporation Class A Ordinary Shares
NFC.U,"New Frontier Corporation Units, each consisting of one Class A Ordinary Share and one half of one Warrant "
NFC.W,"New Frontier Corporation Warrants, each whole warrant exercisable for one  Class A ordinary share at an exercise price of $11.50 per share"
NFE,New Fortress Energy LLC 
NFG,National Fuel Gas Company Common Stock
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund"
NFLT,Virtus Newfleet Multi
NFLX,"Netflix, Inc. "
NFO,Invesco Insider Sentiment ETF
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund
NFTY,First Trust India Nifty 50 Equal Weight ETF
NG,Novagold Resources Inc.
NGD,New Gold Inc.
NGE,Global X MSCI Nigeria ETF
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares"
NGHC,National General Holdings Corp 
NGHCN,National General Holdings Corp 
NGHCO,National General Holdings Corp 
NGHCP,National General Holdings Corp 
NGHCZ,National General Holdings Corp 
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGL$B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed
NGLS$A,Targa Resources Partners LP 9.00% Series A Fixed
NGS,"Natural Gas Services Group, Inc. Common Stock"
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock"
NGVT,Ingevity Corporation Common Stock 
NH,"NantHealth, Inc. "
NHA,Nuveen Municipal 2021 Target Term Fund Fund
NHC,National HealthCare Corporation Common Stock
NHF,NexPoint Strategic Opportunities Fund
NHI,"National Health Investors, Inc. Common Stock"
NHLD,National Holdings Corporation 
NHLDW,National Holdings Corporation 
NHS,Neuberger Berman High Yield Strategies Fund
NHTC,Natural Health Trends Corp. 
NI,NiSource Inc Common Stock
NI$B,"NiSource, Inc Depositary Shares representing 1/1,000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1,000th ownership interest in a share of Series B"
NIB,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN
NICE,NICE Ltd 
NICK,"Nicholas Financial, Inc. "
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest
NIE,AllianzGI Equity & Convertible Income Fund
NIHD,"NII Holdings, Inc. "
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NINE,"Nine Energy Service, Inc. Common Stock"
NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share"
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NITE,Nightstar Therapeutics plc 
NIU,Niu Technologies 
NJR,NewJersey Resources Corporation Common Stock
NJV,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest
NK,"NantKwest, Inc. "
NKE,"Nike, Inc. Common Stock"
NKG,Nuveen Georgia Quality Municipal Income Fund 
NKSH,"National Bankshares, Inc. "
NKTR,Nektar Therapeutics 
NKX,Nuveen California AMT
NL,"NL Industries, Inc. Common Stock"
NLNK,NewLink Genetics Corporation 
NLR,VanEck Vectors Uranium & Nuclear Energy ETF
NLS,"Nautilus, Inc. Common Stock"
NLSN,Nielsen N.V. Ordinary Shares
NLY,Annaly Capital Management Inc Common Stock
NLY$C,Annaly Capital Management Inc 7.625% Series C Cumulative Redeemable Preferred Stock
NLY$D,Annaly Capital Management Inc Preferred Series D
NLY$F,Annaly Capital Management Inc 6.95% Series F
NLY$G,Annaly Capital Management Inc 6.50% Series G Fixed
NLY$H,Annaly Capital Management Inc 8.125% Series H Cumulative Redeemable Preferred Stock
NM,Navios Maritime Holdings Inc. Common Stock
NM$G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands)
NM$H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%
NMCI,Navios Maritime Containers L.P. 
NMFC,New Mountain Finance Corporation Common Stock
NMFX,New Mountain Finance Corporation 5.75% Notes due 2023
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock"
NMIH,NMI Holdings Inc 
NMK$B,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NMK$C,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NML,Neuberger Berman MLP Income Fund Inc. Common Stock
