Symbol,Company Name
HYRE,HyreCar Inc. 
HYS,PIMCO 0
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock"
HYUP,Xtrackers High Beta High Yield Bond ETF
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF
HYXU,iShares International High Yield Bond ETF
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund
HZN,Horizon Global Corporation Common Shares
HZNP,Horizon Pharma plc 
HZO,"MarineMax, Inc.  (FL) Common Stock"
I,Intelsat S.A. Common Shares
IAC,IAC/InterActiveCorp 
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest
IAF,Aberdeen Australia Equity Fund Inc Common Stock
IAG,Iamgold Corporation Ordinary Shares
IAGG,iShares International Aggregate Bond Fund
IAI,iShares U.S. Broker
IAK,iShares U.S. Insurance ETF
IART,Integra LifeSciences Holdings Corporation 
IAT,iShares U.S. Regional Banks ETF
IAU,ishares Gold Trust
IAUF,iShares Gold Strategy ETF
IBA,"Industrias Bachoco, S.A.B. de C.V. Common Stock"
IBB,iShares Nasdaq Biotechnology Index Fund
IBCD,iShares iBonds Mar 2020 Term Corporate ex
IBCE,iShares iBonds Mar 2023 Term Corporate ex
IBCP,Independent Bank Corporation 
IBD,Inspire Corporate Bond Impact ETF
IBDC,iShares iBonds Mar 2020 Term Corporate ETF
IBDD,iShares iBonds Mar 2023 Term Corporate ETF
IBDK,iShares iBonds Dec 2019 Term Corporate ETF
IBDL,iShares iBonds Dec 2020 Term Corporate ETF
IBDM,iShares iBonds Dec 2021 Term Corporate ETF
IBDN,iShares iBonds Dec 2022 Term Corporate ETF
IBDO,iShares iBonds Dec 2023 Term Corporate ETF
IBDP,iShares iBonds Dec 2024 Term Corporate ETF
IBDQ,iShares iBonds Dec 2025 Term Corporate ETF
IBDR,iShares iBonds Dec 2026 Term Corporate ETF
IBDS,iShares iBonds Dec 2027 Term Corporate ETF
IBDT,iShares iBonds Dec 2028 Term Corporate ETF
IBIO,"iBio, Inc. Common Stock"
IBKC,IBERIABANK Corporation 
IBKCO,IBERIABANK Corporation 
IBKCP,IBERIABANK Corporation 
IBKR,"Interactive Brokers Group, Inc. Common Stock"
IBM,International Business Machines Corporation Common Stock
IBMH,iShares iBonds Sep 2019 Term Muni Bond ETF
IBMI,iShares iBonds Sep 2020 Term Muni Bond ETF
IBMJ,iShares iBonds Dec 2021 Term Muni Bond ETF
IBMK,iShares iBonds Dec 2022 Term Muni Bond ETF
IBML,iShares iBonds Dec 2023 Term Muni Bond ETF
IBMM,iShares iBonds Dec 2024 Term Muni Bond ETF
IBMN,iShares iBonds Dec 2025 Term Muni Bond ETF
IBN,ICICI Bank Limited Common Stock
IBND,SPDR Bloomberg Barclays International Corporate Bond ETF
IBOC,International Bancshares Corporation 
IBP,"Installed Building Products, Inc. Common Stock"
IBTX,"Independent Bank Group, Inc "
IBUY,Amplify Online Retail ETF
ICAD,icad inc. 
ICBK,"County Bancorp, Inc. "
ICCC,ImmuCell Corporation 
ICCH,"ICC Holdings, Inc. "
ICD,"Independence Contract Drilling, Inc. Common Stock"
ICE,Intercontinental Exchange Inc. Common Stock
ICF,iShares Cohen & Steers REIT ETF
ICFI,"ICF International, Inc. "
ICHR,Ichor Holdings 
ICL,Israel Chemicals Limited Ordinary Shares
ICLK,iClick Interactive Asia Group Limited 
ICLN,iShares S&P Global Clean Energy Index Fund
ICLR,ICON plc 
ICOL,iShares Inc iShares MSCI Colombia ETF
ICON,"Iconix Brand Group, Inc. "
ICOW,Pacer Developed Markets International Cash Cows 100 ETF
ICPT,"Intercept Pharmaceuticals, Inc. "
ICSH,iShares Ultra Short
ICUI,"ICU Medical, Inc. "
ICVT,iShares Convertible Bond ETF
IDA,"IDACORP, Inc. Common Stock"
IDCC,"InterDigital, Inc. "
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest"
IDEV,iShares Core MSCI International Developed Markets ETF
IDEX,"Ideanomics, Inc. "
IDHD,Invesco S&P International Developed High Dividend Low Volatility ETF
IDHQ,Invesco S&P International Developed Quality ETF
IDIV,U.S. Equity Cumulative Dividends Fund Series 2027 Shares
IDLB,Invesco FTSE International Low Beta Equal Weight ETF
IDLV,Invesco S&P International Developed Low Volatility ETF
IDMO,Invesco S&P International Developed Momentum ETF
IDN,"Intellicheck, Inc. Common Stock"
IDOG,ALPS International Sector Dividend Dogs ETF
IDRA,"Idera Pharmaceuticals, Inc. "
IDSA,"Industrial Services of America, Inc. "
IDSY,"I.D. Systems, Inc. "
IDT,IDT Corporation Class B Common Stock
IDTI,"Integrated Device Technology, Inc. "
IDU,iShares U.S. Utilities ETF
IDV,iShares International Select Dividend ETF
IDX,VanEck Vectors Indonesia Index ETF
IDXG,"Interpace Diagnostics Group, Inc. "
IDXX,"IDEXX Laboratories, Inc. "
IEA,"Infrastructure and Energy Alternatives, Inc. "
IEAWW,"Infrastructure and Energy Alternatives, Inc. "
IEC,IEC Electronics Corp. Common Stock
IECS,iShares Evolved U.S. Consumer Staples ETF
IEDI,iShares Evolved U.S. Discretionary Spending ETF
IEF,iShares 7
IEFA,iShares Core MSCI EAFE ETF
IEFN,iShares Evolved U.S. Financials ETF
IEHS,iShares Evolved U.S. Healthcare Staples ETF
IEI,iShares 3
IEIH,iShares Evolved U.S. Innovative Healthcare ETF
IEMD,Invesco Emerging Markets Debt Defensive ETF
IEME,iShares Evolved U.S. Media and Entertainment ETF
IEMG,iShares Core MSCI Emerging Markets ETF
IEMV,Invesco Emerging Markets Debt Value ETF
IEO,iShares U.S. Oil & Gas Exploration & Production ETF
IEP,Icahn Enterprises L.P. 
IESC,"IES Holdings, Inc. "
IETC,iShares Evolved U.S. Technology ETF
IEUR,iShares Core MSCI Europe ETF
IEUS,iShares MSCI Europe Small
IEV,iShares Europe ETF
IEX,IDEX Corporation Common Stock
IEZ,iShares U.S. Oil Equipment & Services ETF
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund
IFF,"Internationa Flavors & Fragrances, Inc. Common Stock"
IFFT,"International Flavors & Fragrances, Inc. 6.00% Tangible Equity Units"
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex
IFIX,Xtrackers Barclays International Corporate Bond Hedged ETF
IFLY,ETFMG Drone Economy Strategy ETF
IFMK,iFresh Inc. 
IFN,"India Fund, Inc. (The) Common Stock"
IFRA,iShares U.S. Infrastructure ETF
IFRX,InflaRx N.V. 
IFV,First Trust Dorsey Wright International Focus 5 ETF
IG,Principal Investment Grade Corporate Active ETF
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
IGBH,iShares Interest Rate Hedged Long
IGC,India Globalization Capital Inc. Common Stock
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
IGE,iShares North American Natural Resources ETF
IGEB,iShares Edge Investment Grade Enhanced Bond ETF
IGF,iShares Global Infrastructure ETF
IGHG,ProShares Investment Grade
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
