Symbol,Company Name
QDEL,Quidel Corporation 
QDF,FlexShares Quality Dividend Index Fund
QDIV,Global X S&P 500 Quality Dividend ETF
QDYN,FlexShares Quality Dynamic Index Fund
QED,IQ Hedge Event
QEFA,SPDR MSCI EAFE StrategicFactors ETF
QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF
QEP,"QEP Resources, Inc. Common Stock"
QES,Quintana Energy Services Inc. Common Stock
QFIN,"360 Finance, Inc. "
QGEN,Qiagen N.V. Common Shares 
QGRO,American Century STOXX U.S. Quality Growth ETF
QGTA,IQ Leaders GTAA Tracker ETF
QHC,Quorum Health Corporation Common Stock 
QID,ProShares UltraShort QQQ
QINT,American Century Quality Diversified International ETF
QIWI,QIWI plc 
QLC,FlexShares US Quality Large Cap Index Fund
QLD,ProShares Ultra QQQ
QLS,IQ Hedge Long Short Tracker ETF
QLTA,iShares Aaa A Rated Corporate Bond ETF
QLYS,"Qualys, Inc. "
QMN,IQ Hedge Market Neutral Tracker ETF
QMOM,Alpha Architect U.S. Quantitative Momentum ETF
QNST,"QuinStreet, Inc. "
QQEW,First Trust NASDAQ
QQQ,"Invesco QQQ Trust, Series 1"
QQQE,Direxion NASDAQ
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund 
QQXT,First Trust NASDAQ
QRHC,Quest Resource Holding Corporation 
QRTEA,"Qurate Retail, Inc. "
QRTEB,"Qurate Retail, Inc. "
QRVO,"Qorvo, Inc. "
QSR,Restaurant Brands International Inc. Common Shares
QSY,WisdomTree U.S. Quality Shareholder Yield Fund
QTEC,First Trust NASDAQ
QTNA,"Quantenna Communications, Inc. "
QTNT,Quotient Limited 
QTRH,Quarterhill Inc. 
QTRX,Quanterix Corporation 
QTS,"QTS Realty Trust, Inc. Class A Common Stock"
QTS$A,"QTS Realty Trust, Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock"
QTS$B,"QTS Realty Trust, Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock"
QTT,Qutoutiao Inc. 
QTUM,Defiance Quantum ETF
QTWO,"Q2 Holdings, Inc. Common Stock"
QUAD,"Quad Graphics, Inc Class A Common Stock"
QUAL,iShares Edge MSCI USA Quality Factor ETF
QUIK,QuickLogic Corporation 
QUMU,Qumu Corporation 
QUOT,Quotient Technology Inc. Common Stock
QURE,uniQure N.V. 
QUS,SPDR MSCI USA StrategicFactors ETF
QVAL,Alpha Architect U.S. Quantitative Value ETF
QVCD,"QVC, Inc. 6.375% Senior Secured Notes due 2067"
QVM,Arrow QVM Equity Factor ETF
QWLD,SPDR MSCI World StrategicFactors ETF
QXGG,QuantX Risk Managed Growth ETF ETF
QXTR,QuantX Risk Managed Multi
QYLD,Global X NASDAQ
R,"Ryder System, Inc. Common Stock"
RA,Brookfield Real Assets Income Fund Inc. Common Stock
RAAX,VanEck Vectors Real Asset Allocation ETF
RACE,Ferrari N.V. Common Shares
RAD,Rite Aid Corporation Common Stock
RADA,RADA Electronic Industries Ltd. 
RAIL,"Freightcar America, Inc. "
RALS,ProShares RAFI Long Short ETF
RAMP,"LiveRamp Holdings, Inc. Common Stock"
RAND,Rand Capital Corporation 
RARE,Ultragenyx Pharmaceutical Inc. 
RARX,"Ra Pharmaceuticals, Inc. "
RAVE,"Rave Restaurant Group, Inc. "
RAVI,FlexShares Ready Access Variable Income Fund
RAVN,"Raven Industries, Inc. "
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBB,RBB Bancorp 
RBBN,Ribbon Communications Inc.  
RBC,Regal Beloit Corporation Common Stock
RBCAA,"Republic Bancorp, Inc. "
RBCN,"Rubicon Technology, Inc. "
RBIN,Nationwide Risk
RBKB,"Rhinebeck Bancorp, Inc. "
RBNC,"Reliant Bancorp, Inc. "
RBS,Royal Bank of Scotland Group Plc New (The) ADS
RBUS,Nationwide Risk
RBZ,Reebonz Holding Limited 
RC,Ready Capital Corproation Common Stock
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023
RCD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF
RCG,"RENN Fund, Inc Common Stock"
RCI,"Rogers Communication, Inc. Common Stock"
RCII,Rent
RCKT,"Rocket Pharmaceuticals, Inc. "
RCKY,"Rocky Brands, Inc. "
RCL,Royal Caribbean Cruises Ltd. Common Stock
RCM,R1 RCM Inc. 
RCMT,"RCM Technologies, Inc. "
RCON,"Recon Technology, Ltd. "
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021
RCS,"PIMCO Strategic Income Fund, Inc."
RCUS,"Arcus Biosciences, Inc. Common Stock"
RDC,Rowan Companies plc Class A Ordinary Shares
RDCM,Radcom Ltd. 
RDFN,Redfin Corporation 
RDHL,Redhill Biopharma Ltd. 
RDI,Reading International Inc 
RDIB,Reading International Inc 
RDIV,Oppenheimer S&P Ultra Dividend Revenue ETF
RDN,Radian Group Inc. Common Stock
RDNT,"RadNet, Inc. "
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares)
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B Ordinary Shares)
RDUS,"Radius Health, Inc. "
RDVT,"Red Violet, Inc. "
RDVY,First Trust Rising Dividend Achievers ETF
RDWR,Radware Ltd. 
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,"Everest Re Group, Ltd. Common Stock"
RECN,"Resources Connection, Inc. "
REDU,RISE Education Cayman Ltd 
REDV,Oppenheimer Emerging Markets Ultra Dividend Revenue ETF
REED,"Reeds, Inc. Common Stock"
REEM,Oppenheimer Revenue Weighted ETF Trust ETF
REET,iShares Trust iShares Global REIT ETF
REFA,Oppenheimer International Revenue ETF
REFR,Research Frontiers Incorporated 
REG,Regency Centers Corporation 
REGI,"Renewable Energy Group, Inc. "
REGL,ProShares S&P MidCap 400 Dividend Aristocrats ETF
REGN,"Regeneron Pharmaceuticals, Inc. "
REI,"Ring Energy, Inc. Common Stock"
REK,ProShares Short Real Estate
RELL,"Richardson Electronics, Ltd. "
RELV,"Reliv' International, Inc. "
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
REM,iShares Trust iShares Mortgage Real Estate ETF
REML,Credit Suisse AG Credit Suisse X
REMX,VanEck Vectors Rare Earth Strategic Metals ETF
RENN,"Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares"
REPH,"Recro Pharma, Inc. "
REPL,"Replimune Group, Inc. "
RES,"RPC, Inc. Common Stock"
RESI,Front Yard Residential Corporation Common Stock
RESN,Resonant Inc. 
RETA,"Reata Pharmaceuticals, Inc. "
RETL,Direxion Daily Retail Bull 3X Shares ETF
RETO,ReTo Eco
REV,"Revlon, Inc. New Common Stock"
REVG,"REV Group, Inc. Common Stock"
REW,ProShares UltraShort Technology
REX,REX American Resources Corporation
REXR,"Rexford Industrial Realty, Inc. Common Stock"
REXR$A,"Rexford Industrial Realty, Inc. 5.875% Series A Cumulative Redeemable Preferred Stock"
REXR$B,"Rexford Industrial Realty, Inc. 5.875% Series B Cumulative Redeemable Preferred Stock"
REZ,iShares Trust iShares Residential Real Estate ETF
REZI,"Resideo Technologies, Inc. Common Stock "
RF,Regions Financial Corporation Common Stock
RF$A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A
RF$B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF
RFCI,RiverFront Dynamic Core Income ETF
RFDA,RiverFront Dynamic US Dividend Advantage ETF
RFDI,First Trust RiverFront Dynamic Developed International ETF
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF
RFEU,First Trust RiverFront Dynamic Europe ETF
RFFC,RiverFront Dynamic US Flex
RFG,Invesco S&P Midcap 400 Pure Growth ETF
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock"
RFIL,"RF Industries, Ltd. "
RFL,"Rafael Holdings, Inc. Class B Common Stock "
RFP,Resolute Forest Products Inc. Common Stock
RFUN,RiverFront Dynamic Unconstrained Income ETF
RFV,Invesco S&P Midcap 400 Pure Value ETF
RGA,"Reinsurance Group of America, Incorporated Common Stock"
RGCO,RGC Resources Inc. 
RGEN,Repligen Corporation 
RGI,Invesco S&P 500 Equal Weight Industrials Portfolio
RGLB,Oppenheimer Global Revenue ETF
RGLD,"Royal Gold, Inc. "
RGLS,Regulus Therapeutics Inc. 
RGNX,REGENXBIO Inc. 
RGR,"Sturm, Ruger & Company, Inc. Common Stock"
RGS,Regis Corporation Common Stock
RGT,"Royce Global Value Trust, Inc. Common Stock"
RH,RH Common Stock
RHE,"Regional Health Properties, Inc. Common Stock"
RHE$A,"Regional Health Properties, Inc. 10.875% Series A Cumulative Redeemable Preferred Stock"
RHI,Robert Half International Inc. Common Stock
RHP,"Ryman Hospitality Properties, Inc. (REIT)"
RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF  
RHT,"Red Hat, Inc. Common Stock"
RIBT,RiceBran Technologies 
RICK,"RCI Hospitality Holdings, Inc. "
RIDV,Oppenheimer International Ultra Dividend Revenue ETF
RIF,RMR Real Estate Income Fund (MD) Common Stock
RIG,Transocean Ltd (Switzerland) Common Stock
RIGL,"Rigel Pharmaceuticals, Inc. "
RIGS,RiverFront Strategic Income Fund
