Symbol,Company Name
SHI,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock"
SHIP,Seanergy Maritime Holdings Corp 
SHIPW,Seanergy Maritime Holdings Corp 
SHLL.U,"Tortoise Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one"
SHLO,"Shiloh Industries, Inc. "
SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests"
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares"
SHO$E,"Sunstone Hotel Investors, Inc. 6.950% Series E Cumulative Redeemable Preferred Stock"
SHO$F,"Sunstone Hotel Investors, Inc. 6.450% Series F Cumulative Redeemable Preferred Stock"
SHOO,"Steven Madden, Ltd. "
SHOP,Shopify Inc. Class A Subordinate Voting Shares
SHOS,"Sears Hometown and Outlet Stores, Inc. "
SHSP,"SharpSpring, Inc. "
SHV,iShares Short Treasury Bond ETF
SHW,Sherwin
SHY,iShares 1
SHYD,VanEck Vectors Short High
SHYG,iShares 0
SHYL,Xtrackers Short Duration High Yield Bond ETF
SIBN,SI
SIC,"Select Interior Concepts, Inc. "
SID,Companhia Siderurgica Nacional S.A. Common Stock
SIEB,Siebert Financial Corp. 
SIEN,"Sientra, Inc. "
SIF,"SIFCO Industries, Inc. Common Stock"
SIFI,"SI Financial Group, Inc. "
SIFY,Sify Technologies Limited 
SIG,Signet Jewelers Limited Common Shares
SIGA,SIGA Technologies Inc. 
SIGI,"Selective Insurance Group, Inc. "
SIJ,ProShares UltraShort Industrials
SIL,Global X Silver Miners ETF
SILC,Silicom Ltd 
SILJ,ETFMG Prime Junior Silver ETF
SILV,SilverCrest Metals Inc. Common Shares
SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares"
SIMO,Silicon Motion Technology Corporation 
SINA,Sina Corporation 
SINO,Sino
SINT,"SiNtx Technologies, Inc. "
SIRI,Sirius XM Holdings Inc. 
SITC,SITE Centers Corp. Common Stock
SITC$A,SITE Centers Corp. 6.375% Class A Preferred Shares
SITC$J,SITE Centers Corp. Dep Shs Repstg 1/20th Pfd Cl J
SITC$K,SITE Centers Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States)
SITE,"SiteOne Landscape Supply, Inc. Common Stock"
SITO,"SITO Mobile, Ltd. "
SIVB,SVB Financial Group 
SIVR,Aberdeen Standard Physical Silver Shares ETF
SIX,Six Flags Entertainment Corporation New Common Stock
SIZ,AGFiQ U.S. Market Neutral Size Fund
SIZE,iShares Edge MSCI USA Size Factor ETF
SJB,ProShares Short High Yield
SJI,"South Jersey Industries, Inc. Common Stock"
SJIU,"South Jersey Industries, Inc. Corporate Units"
SJM,J.M. Smucker Company (The) New Common Stock
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond ETF
SJR,Shaw Communications Inc. Common Stock
SJT,San Juan Basin Royalty Trust Common Stock
SJW,SJW Group Common Stock (DE)
SKF,ProShares UltraShort Financials
SKIS,"Peak Resorts, Inc. "
SKM,"SK Telecom Co., Ltd. Common Stock"
SKOR,FlexShares Credit
SKT,"Tanger Factory Outlet Centers, Inc. Common Stock"
SKX,"Skechers U.S.A., Inc. Common Stock"
SKY,Skyline Champion Corporation Common Stock
SKYS,"Sky Solar Holdings, Ltd. "
SKYW,"SkyWest, Inc. "
SKYY,First Trust Cloud Computing ETF
