Symbol,Company Name
FEP,First Trust Europe AlphaDEX Fund
FET,"Forum Energy Technologies, Inc. Common Stock"
FEU,SPDR DJ STOXX 50 Etf
FEUL,Credit Suisse FI Enhanced Europe 50 ETNs
FEUZ,First Trust Eurozone AlphaDEX ETF
FEX,First Trust Large Cap Core AlphaDEX Fund
FEYE,"FireEye, Inc. "
FEZ,SPDR DJ Euro STOXX 50 Etf
FF,FutureFuel Corp.  Common shares
FFA,First Trust Enhanced Equity Income Fund
FFBC,First Financial Bancorp. 
FFBW,"FFBW, Inc. "
FFC,Flaherty & Crumrine Preferred Securities Income Fund Incorporated
FFEU,Barclays ETN  FI Enhanced Europe 50 Exchange Traded Notes Series C
FFG,"FBL Financial Group, Inc. Common Stock"
FFHG,Formula Folios Hedged Growth ETF 
FFHL,"Fuwei Films (Holdings) Co., Ltd. "
FFIC,Flushing Financial Corporation 
FFIN,"First Financial Bankshares, Inc. "
FFIU,Fieldstone UVA Unconstrained Medium
FFIV,"F5 Networks, Inc. "
FFNW,"First Financial Northwest, Inc. "
FFR,First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund
FFSG,FormulaFolios Smart Growth ETF
FFTG,FormulaFolios Tactical Growth ETF
FFTI,FormulaFolios Tactical Income ETF
FFTY,Innovator IBD 50 ETF
FFWM,First Foundation Inc. 
FG,FGL Holdings Ordinary Share
FG.W,FGL Holdings Warrants
FGB,First Trust Specialty Finance and Financial Opportunities Fund
FGBI,"First Guaranty Bancshares, Inc. "
FGD,First Trust DJ Global Select Dividend
FGEN,"FibroGen, Inc "
FGM,First Trust Germany AlphaDEX Fund
FGP,"Ferrellgas Partners, L.P. Common Stock"
FHB,"First Hawaiian, Inc. "
FHK,First Trust Hong Kong AlphaDEX Fund
FHL,Futu Holdings Limited 
FHLC,Fidelity MSCI Health Care Index ETF
FHN,First Horizon National Corporation Common Stock
FHN$A,First Horizon National Corporation Depositary Shares
FI,Frank's International N.V. Common Stock
FIBK,"First Interstate BancSystem, Inc. "
FIBR,iShares Edge U.S. Fixed Income Balanced Risk ETF
FICO,Fair Isaac Corproation Common Stock
FID,First Trust S&P International Dividend Aristocrats ETF
FIDI,Fidelity International High Dividend ETF
FIDU,Fidelity MSCI Industrials Index ETF
FIEE,"UBS AG FI Enhanced Europe 50 ETN due February 12, 2026"
FIEG,FI Enhanced Gloabl High Yield ETN
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest
FIHD,"UBS AG UBS AG FI Enhanced Global High Yield ETN due March 3, 2026"
FII,"Federated Investors, Inc. Common Stock"
FILL,iShares MSCI Global Energy Producers Fund
FINU,ProShares UltraPro Financial Select Sector
FINX,Global X FinTech ETF
FINZ,ProShares UltraPro Short Financial Select Sector
FIS,"Fidelity National Information Services, Inc. Common Stock"
FISI,"Financial Institutions, Inc. "
FISK,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests"
FISV,"Fiserv, Inc. "
FIT,"Fitbit, Inc. Class A Common Stock"
FITB,Fifth Third Bancorp 
FITBI,Fifth Third Bancorp 
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest
FIVA,Fidelity International Value Factor ETF
FIVE,"Five Below, Inc. "
FIVG,Defiance Next Gen Connectivity ETF
FIVN,"Five9, Inc. "
FIW,First Trust Water ETF
FIX,"Comfort Systems USA, Inc. Common Stock"
FIXD,First Trust TCW Opportunistic Fixed Income ETF
FIXX,"Homology Medicines, Inc. "
FIYY,Barclays ETN  FI Enhanced Global High Yield Exchange Traded Notes Series B
FIZZ,National Beverage Corp. 
FJP,First Trust Japan AlphaDEX Fund
FKO,First Trust South Korea AlphaDEX Fund
FKU,First Trust United Kingdom AlphaDEX Fund
FL,"Foot Locker, Inc."
FLAG,Exchange Traded Concepts Trust FLAG
FLAT,Barclays PLC 
FLAU,Franklin FTSE Australia ETF
FLAX,Franklin FTSE Asia ex Japan ETF
FLBL,Franklin Liberty Senior Loan ETF
FLBR,Franklin FTSE Brazil ETF
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLCA,Franklin FTSE Canada ETF
FLCH,Franklin FTSE China ETF
FLCO,Franklin Liberty Investment Grade Corporate ETF
FLDM,Fluidigm Corporation 
FLDR,Fidelity Low Duration Bond Factor ETF
FLEE,Franklin FTSE Europe ETF
FLEH,Franklin FTSE Europe Hedged ETF
FLEU,Barclays ETN  FI Enhanced Europe 50 ETN Series B
FLEX,Flex Ltd. 
FLF,"Federal Life Group, Inc. "
FLFR,Franklin FTSE France ETF
FLGB,Franklin FTSE United Kingdom ETF
FLGE,Credit Suisse FI Large Cap Growth Enhanced ETN
FLGR,Franklin FTSE Germany ETF
FLGT,"Fulgent Genetics, Inc. "
FLHK,Franklin FTSE Hong Kong ETF
FLHY,Franklin Liberty High Yield Corporate ETF 
FLIA,Franklin Liberty International Aggregate Bond ETF 
FLIC,The First of Long Island Corporation 
FLIN,Franklin FTSE India ETF
FLIO,Franklin Liberty International Opportunities ETF
FLIR,"FLIR Systems, Inc. "
FLIY,Franklin FTSE Italy ETF
FLJH,Franklin FTSE Japan Hedged ETF
FLJP,Franklin FTSE Japan ETF
FLKR,Franklin FTSE South Korea ETF
FLKS,"Flex Pharma, Inc. "
FLL,"Full House Resorts, Inc. "
FLLA,Franklin FTSE Latin America ETF
FLLV,Franklin Liberty U.S. Low Volatility ETF
FLM,First Trust Global Engineering and Construction ETF
FLMB,Franklin Templeton ETF Trust Franklin Liberty Municipal Bond ETF
FLMI,Franklin Templeton ETF Trust Franklin Liberty Intermediate Municipal Opportunities ETF
FLMN,Falcon Minerals Corporation 
FLMNW,Falcon Minerals Corporation 
FLMX,Franklin FTSE Mexico ETF
FLN,First Trust Latin America AlphaDEX Fund
FLNT,"Fluent, Inc. "
FLO,"Flowers Foods, Inc. Common Stock"
FLOT,iShares Floating Rate Bond ETF
FLOW,"SPX FLOW, Inc. Common Stock"
FLQD,Franklin LibertyQ Global Dividend ETF
FLQE,Franklin LibertyQ Emerging Markets ETF
FLQG,Franklin LibertyQ Global Equity ETF
FLQH,Franklin LibertyQ International Equity Hedged ETF
FLQL,Franklin LibertyQ U.S. Equity ETF
FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF
FLR,Fluor Corporation Common Stock
FLRN,SPDR Bloomberg Barclays Investment Grade Floating Rate ETF
FLRT,AdvisorShares Pacific Asset Enhanced Floating Rate ETF
FLRU,Franklin FTSE Russia ETF
FLS,Flowserve Corporation Common Stock
FLSA,Franklin FTSE Saudi Arabia ETF
FLSW,Franklin FTSE Switzerland ETF
FLT,"FleetCor Technologies, Inc. Common Stock"
FLTB,Fidelity Limited Term Bond ETF
FLTR,VanEck Vectors Investment Grade Floating Rate ETF
FLTW,Franklin FTSE Taiwan ETF
FLWS,1
FLXN,"Flexion Therapeutics, Inc. "
FLXS,"Flexsteel Industries, Inc. "
FLY,Fly Leasing Limited
FLZA,Franklin FTSE South Africa ETF
FM,iShares MSCI Frontier 100 Fund
FMAO,"Farmers & Merchants Bancorp, Inc. "
FMAT,Fidelity MSCI Materials Index ETF
FMB,First Trust Managed Municipal ETF
FMBH,First Mid
FMBI,"First Midwest Bancorp, Inc. "
FMC,FMC Corporation Common Stock
FMCI,Forum Merger II Corporation 
FMCIU,Forum Merger II Corporation 
FMCIW,Forum Merger II Corporation 
FMF,First Trust Morningstar Managed Futures Strategy Fund
FMHI,First Trust Municipal High Income ETF
FMK,First Trust Mega Cap AlphaDEX Fund
FMN,Federated Premier Municipal Income Fund Federated Premier Municipal Income Fund
FMNB,Farmers National Banc Corp. 
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest
FMS,Fresenius Medical Care AG Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNB$E,"F.N.B. Corporation Depositary Shares, each representing a 1/40th interest in a share of Fixed"
FNCB,FNCB Bancorp Inc. 
FNCL,Fidelity MSCI Financials Index ETF
FND,"Floor & Decor Holdings, Inc. Common Stock"
FNDA,Schwab Fundamental U.S. Small Company Index ETF
FNDB,Schwab Fundamental U.S. Broad Market Index ETF
FNDC,Schwab Fundamental International Small Company Index ETF
FNDE,Schwab Fundamental Emerging Markets Large Company Index ETF
FNDF,Schwab Fundamental International Large Company Index ETF
FNDX,Schwab Fundamental U.S. Large Company Index ETF
FNF,"FNF Group of Fidelity National Financial, Inc. Common Stock"
FNG,AdvisorShares New Tech and Media ETF
FNGD,MicroSectors FANG  Index 
FNGO,"MicroSectors FANG  Index 2X Leveraged ETNs due January 8, 2038"
FNGU,"MicroSectors FANG  Index 3X Leveraged ETNs due January 8, 2038"
FNGZ,MicroSectors FANG  Index 
FNHC,FedNat Holding Company 
FNI,First Trust Chindia ETF
FNJN,"Finjan Holdings, Inc. "
FNK,First Trust Mid Cap Value AlphaDEX Fund
FNKO,"Funko, Inc. "
FNLC,"First Bancorp, Inc (ME) "
FNSR,Finisar Corporation 
FNV,Franco
FNWB,First Northwest Bancorp 
FNX,First Trust Mid Cap Core AlphaDEX Fund
FNY,First Trust Mid Cap Growth AlphaDEX Fund
FOANC,Gabelli NextShares Trust 
