Symbol,Company Name
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS$G,Morgan Stanley Depositary Shares Representing 1/1000th Preferred Series G
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MS$K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed"
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSBF,MSB Financial Corp. 
MSBI,"Midland States Bancorp, Inc. "
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares"
MSCI,MSCI Inc Common Stock
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock"
MSEX,Middlesex Water Company 
MSFT,Microsoft Corporation 
MSG,The Madison Square Garden Company Class A Common Stock (New)
MSGN,MSG Networks Inc. Common Stock
MSI,"Motorola Solutions, Inc. Common Stock"
MSL,MidSouth Bancorp Common Stock
MSM,"MSC Industrial Direct Company, Inc. Common Stock"
MSN,Emerson Radio Corporation Common Stock
MSON,"MISONIX, Inc. "
MSTR,MicroStrategy Incorporated 
MSUS,LHA Market State U.S. Tactical ETF 
MSVB,Mid
MT,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank Corporation Common Stock
MTB$,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series A"
MTB$C,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C"
MTBC,"MTBC, Inc. "
MTBCP,"MTBC, Inc. "
MTC,"MMTec, Inc. "
MTCH,"Match Group, Inc. "
MTD,Mettler
MTDR,Matador Resources Company Common Stock
MTEC,MTech Acquisition Corp. 
MTECU,MTech Acquisition Corp. 
MTECW,MTech Acquisition Corp. 
MTEM,"Molecular Templates, Inc. "
MTEX,"Mannatech, Incorporated "
MTFB,Motif Bio plc 
MTFBW,Motif Bio plc 
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares)
MTL$,Mechel PAO American Depositary Shares (each representing one
MTLS,Materialise NV 
MTN,"Vail Resorts, Inc. Common Stock"
MTNB,"Matinas Biopharma Holdings, Inc. Common Stock"
MTOR,"Meritor, Inc. Common Stock"
MTP,Midatech Pharma PLC 
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
