Symbol,Company Name
USAK,"USA Truck, Inc. "
USAP,"Universal Stainless & Alloy Products, Inc. "
USAS,"Americas Silver Corporation Common Shares, no par value"
USAT,"USA Technologies, Inc. "
USATP,"USA Technologies, Inc. "
USAU,U.S. Gold Corp. 
USB,U.S. Bancorp Common Stock
USB$A,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non"
USB$H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B
USB$M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F
USB$O,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H
USB$P,"U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non"
USCI,United States Commodity Index Fund ETV
USCR,"U S Concrete, Inc. "
USD,ProShares Ultra Semiconductors
USDP,USD Partners LP Common Units representing limited partner interest
USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund
USDY,Pacific Global US Equity Income ETF
USEG,U.S. Energy Corp. 
USEQ,Invesco Russell 1000 Enhanced Equal Weight ETF
USFD,US Foods Holding Corp. Common Stock
USFR,WisdomTree Floating Rate Treasury Fund
USG,USG Corporation Common Stock
USHY,iShares Broad USD High Yield Corporate Bond ETF
USIG,iShares Broad USD Investment Grade Corporate Bond ETF
USL,United States 12 Month Oil
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF
USLM,"United States Lime & Minerals, Inc. "
USLV,Credit Suisse AG 
USM,United States Cellular Corporation Common Stock
USMC,Principal U.S. Mega
USMF,WisdomTree U.S. Multifactor Fund
USMV,iShares Edge MSCI Min Vol USA ETF
USNA,"USANA Health Sciences, Inc. Common Stock"
USO,United States Oil Fund
USOD,United States 3x Short Oil Fund
USOI,Credit Suisse AG 
USOU,United States 3x Oil Fund
USPH,"U.S. Physical Therapy, Inc. Common Stock"
USRT,iShares Core U.S. REIT ETF
USSG,Xtrackers MSCI USA ESG Leaders Equity ETF
UST,ProShares Ultra 7
USTB,USAA Core Short
USV,E
USVM,USAA MSCI USA Small Cap Value Momentum Blend Index ETF
USWS,"U.S. Well Services, Inc. "
USWSW,"U.S. Well Services, Inc. "
USX,"U.S. Xpress Enterprises, Inc. Class A Common Stock"
UTES,ETFIS Series Trust I Reaves Utilities ETF
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock"
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest
UTHR,United Therapeutics Corporation 
UTI,Universal Technical Institute Inc Common Stock
UTL,UNITIL Corporation Common Stock
UTMD,"Utah Medical Products, Inc. "
UTRN,Vesper US Large Cap Short
UTSI,UTStarcom Holdings Corp 
UTSL,Direxion Daily Utilities Bull 3X Shares
UTX,United Technologies Corporation Common Stock
UUP,Invesco DB USD Index Bullish Fund ETF
UUU,"Universal Security Instruments, Inc. Common Stock"
UUUU,Energy Fuels Inc Ordinary Shares (Canada)
UUUU.W,"Energy Fuels Inc Warrants, exercisable for one common share until September 20, 2021 at an exercise price of $2.45"
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock
UVSP,Univest Financial Corporation 
UVV,Universal Corporation Common Stock
UVXY,ProShares Trust Ultra VIX Short Term Futures ETF
UWM,ProShares Ultra Russell2000
UWN,"Nevada Gold & Casinos, Inc. Common Stock"
UWT,VelocityShares 3x Long Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER
UXI,ProShares Ultra Industrials
UXIN,Uxin Limited 
UYG,ProShares Ultra Financials
UYM,ProShares Ultra Basic Materials
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064
V,Visa Inc.
VAC,Marriot Vacations Worldwide Corporation Common Stock
VALE,VALE S.A.  American Depositary Shares Each Representing one common share
VALQ,American Century STOXX U.S. Quality Value ETF
VALU,"Value Line, Inc. "
VALX,Validea Market Legends ETF
VAM,The Vivaldi Opportunities Fund Common Stock
VAMO,Cambria ETF Trust Cambria Value and Momentum ETF
VAPO,"Vapotherm, Inc. Common Stock"
VAR,"Varian Medical Systems, Inc. Common Stock"
VAW,Vanguard Materials ETF
VB,Vanguard Small
VBF,Invesco Bond Fund Common Stock
VBFC,Village Bank and Trust Financial Corp. 
VBIV,"VBI Vaccines, Inc. "
VBK,Vanguard Small
VBLT,Vascular Biogenics Ltd. 
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund
VBR,Vanguard Small
VBTX,"Veritex Holdings, Inc. "
VC,Visteon Corporation 
VCEL,Vericel Corporation 
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc  Common Stock"
VCIT,Vanguard Intermediate
VCLT,Vanguard Long
VCNX,"Vaccinex, Inc. "
VCR,Vanguard Consumer Discretion ETF
VCRA,"Vocera Communications, Inc. Common Stock"
VCSH,Vanguard Short
VCTR,"Victory Capital Holdings, Inc. "
VCV,Invesco California Value Municipal Income Trust Common Stock
VCYT,"Veracyte, Inc. "
VDC,Vanguard Consumer Staples ETF
VDE,Vanguard Energy ETF
VEA,Vanguard FTSE Developed Markets ETF
VEAC,Vantage Energy Acquisition Corp. 
VEACU,Vantage Energy Acquisition Corp. 
VEACW,Vantage Energy Acquisition Corp. 
VEC,"Vectrus, Inc. Common Stock"
VECO,Veeco Instruments Inc. 
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares)
VEEV,Veeva Systems Inc. Class A Common Stock
VEGA,AdvisorShares STAR Global Buy
VEGI,iShares MSCI Agriculture Producers Fund
VEON,VEON Ltd. 
VER,"VEREIT, Inc. Common Stock"
VER$F,"VEREIT, Inc. 6.70% Series F Cumulative Redeemable Preferred Stock"
VERI,"Veritone, Inc. "
VERU,Veru Inc. 
VET,Vermilion Energy Inc. Common (Canada)
VETS,Pacer Military Times Best Employers ETF
VEU,Vanguard FTSE All World Ex US ETF
VFC,V.F. Corporation Common Stock
VFF,"Village Farms International, Inc. "
VFH,Vanguard Financials ETF
VFL,Delaware Investments National Municipal Income Fund Common Stock
VFLQ,Vanguard U.S. Liquidity Factor ETF
VFMF,Vanguard U.S. Multifactor ETF
VFMO,Vanguard U.S. Momentum Factor ETF
VFMV,Vanguard U.S. Minimum Volatility ETF
VFQY,Vanguard U.S. Quality Factor ETF
VFVA,Vanguard U.S. Value Factor ETF
VG,Vonage Holdings Corp. Common Stock
VGFO,Virtus WMC Global Factor Opportunities ETF
VGI,Virtus Global Multi
VGIT,Vanguard Intermediate
VGK,Vanguard FTSEEuropean ETF
VGLT,Vanguard Long
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE)
VGR,Vector Group Ltd. Common Stock
VGSH,Vanguard Short
VGT,Vanguard Information Tech ETF
VGZ,Vista Gold Corp Common Stock
VHC,VirnetX Holding Corp Common Stock
VHI,"Valhi, Inc. Common Stock"
VHT,Vanguard Health Care ETF
VIA,Viacom Inc. 
VIAB,Viacom Inc. 
VIAV,Viavi Solutions Inc. 
VICI,VICI Properties Inc. Common Stock
VICL,Vical Incorporated 
VICR,Vicor Corporation 
VIDI,ETF Series Solutions Trust Vident International Equity Fund
VIG,Vanguard Div Appreciation ETF
VIGI,Vanguard International Dividend Appreciation ETF
VIIX,Credit Suisse AG 
VIOG,Vanguard S&P Small
VIOO,Vanguard S&P Small
VIOT,"Viomi Technology Co., Ltd "
VIOV,Vanguard S&P Small
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares"
VIRC,Virco Manufacturing Corporation 
VIRT,"Virtu Financial, Inc. "
VIS,Vanguard Industrials ETF
VISI,"Volt Information Sciences, Inc. Common Stock"
VISL,"Vislink Technologies, Inc. "
VIV,"Telefonica Brasil, S.A. ADS"
VIVE,"Viveve Medical, Inc. "
VIVO,Meridian Bioscience Inc. 
VIXM,ProShares Trust VIX Mid
VIXY,ProShares Trust VIX Short
VJET,"voxeljet AG American Depositary Shares, each representing one"
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)
VKQ,Invesco Municipal Trust Common Stock
VKTX,"Viking Therapeutics, Inc. "
VKTXW,"Viking Therapeutics, Inc. "
