Symbol,Company Name
KSA,iShares Trust iShares MSCI Saudi Arabia ETF
KSM,DWS Strategic Municipal Income Trust
KSS,Kohl's Corporation Common Stock
KSU,Kansas City Southern Common Stock
KSU$,Kansas City Southern Preferred Stock
KT,KT Corporation Common Stock
KTCC,Key Tronic Corporation 
KTF,DWS Municipal Income Trust
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
KTOS,"Kratos Defense & Security Solutions, Inc. "
KTOV,Kitov Pharma Ltd. 
KTOVW,Kitov Pharma Ltd. 
KTP,Corts 7.625 Pfd Common Stock
KURA,"Kura Oncology, Inc. "
KURE,KraneShares MSCI All China Health Care Index ETF
KVHI,"KVH Industries, Inc. "
KW,Kennedy
KWEB,KraneShares Trust KraneShares CSI China Internet ETF
KWR,Quaker Chemical Corporation Common Stock
KXI,iShares Global Consumer Staples ETF
KYN,Kayne Anderson MLP/Midstream Investment Company Common Stock
KYN$F,Kayne Anderson MLP/Midstream Investment Company 3.50% Series F Mandatory Redeemable Preferred Shares $25.00 Liquidation Preference per share
KZIA,Kazia Therapeutics Limited 
KZR,"Kezar Life Sciences, Inc. "
L,Loews Corporation Common Stock
LABD,Direxion Daily S&P Biotech Bear 3X Shares
LABL,Multi
LABU,Direxion Daily S&P Biotech Bull 3X Shares
LAC,Lithium Americas Corp. Common Shares
LACK,Direxion Daily Consumer Staples Bear 3X Shares
LACQ,Leisure Acquisition Corp. 
LACQU,Leisure Acquisition Corp. 
LACQW,Leisure Acquisition Corp. 
LAD,"Lithia Motors, Inc. Common Stock"
LADR,Ladder Capital Corp Class A Common Stock
LAIX,"LAIX Inc. American Depositary Shares, each  representing one Class A Ordinary Share"
LAKE,"Lakeland Industries, Inc. "
LAMR,Lamar Advertising Company 
LANC,Lancaster Colony Corporation 
LAND,Gladstone Land Corporation 
LANDP,Gladstone Land Corporation 
LARK,Landmark Bancorp Inc. 
LASR,"nLIGHT, Inc. "
LAUR,"Laureate Education, Inc. "
LAWS,"Lawson Products, Inc. "
LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock"
LAZY,"Lazydays Holdings, Inc. "
LB,"L Brands, Inc."
LBAI,"Lakeland Bancorp, Inc. "
LBC,Luther Burbank Corporation 
LBDC,"2xLeveraged Long ETRACS Wells Fargo Business Development Company Index Series B due May 24, 2041"
LBJ,Direxion Daily Latin America 3x Bull Shares
LBRDA,Liberty Broadband Corporation 
LBRDK,Liberty Broadband Corporation 
LBRT,Liberty Oilfield Services Inc. Class A Common Stock
LBTYA,Liberty Global plc 
LBTYB,Liberty Global plc 
LBTYK,Liberty Global plc 
LBY,"Libbey, Inc. Common Stock"
LC,LendingClub Corporation Common Stock
LCI,Lannett Co Inc Common Stock
LCII,LCI Industries
LCNB,LCNB Corporation 
LCUT,"Lifetime Brands, Inc. "
LD,iPath Bloomberg Lead Subindex Total Return SM Index ETN
LDL,"Lydall, Inc. Common Stock"
LDOS,"Leidos Holdings, Inc. Common Stock"
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc."
LDRI,Invesco LadderRite 0
LDRS,Innovator IBD ETF Leaders ETF
LDSF,First Trust Low Duration Strategic Focus ETF
LDUR,PIMCO Enhanced Low Duration Active Exchange
LE,"Lands' End, Inc. "
LEA,Lear Corporation Common Stock
LEAD,Realty Shares DIVCON Leaders Dividend ETF
LEAF,Leaf Group Ltd. Common Stock
LECO,"Lincoln Electric Holdings, Inc. "
LEDS,SemiLEDS Corporation 
