Symbol,Company Name
GNRX,VanEck Vectors Generic Drugs ETF
GNT,"GAMCO Natural Resources, Gold & Income Trust"
GNT$A,"GAMCO Natural Resources, Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share)"
GNTX,Gentex Corporation 
GNTY,"Guaranty Bancshares, Inc. "
GNUS,"Genius Brands International, Inc. "
GNW,Genworth Financial Inc Common Stock
GOAT,VanEck Vectors Morningstar Global Wide Moat ETF
GOAU,US Global GO Gold and Precious Metal Miners ETF
GOEX,Global X Gold Explorers ETF
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest
GOGL,Golden Ocean Group Limited 
GOGO,Gogo Inc. 
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares
GOLD,Barrick Gold Corporation Common Stock (BC)
GOLF,Acushnet Holdings Corp. Common Stock
GOOD,Gladstone Commercial Corporation 
GOODM,Gladstone Commercial Corporation 
GOODO,Gladstone Commercial Corporation 
GOODP,Gladstone Commercial Corporation 
GOOG,Alphabet Inc. 
GOOGL,Alphabet Inc. 
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GORO,Gold Resource Corporation Common Stock
GOSS,"Gossamer Bio, Inc. "
GOVT,iShares U.S. Treasury Bond ETF
GPAQ,Gordon Pointe Acquisition Corp. 
GPAQU,Gordon Pointe Acquisition Corp. 
GPAQW,Gordon Pointe Acquisition Corp. 
GPC,Genuine Parts Company Common Stock
GPI,"Group 1 Automotive, Inc. Common Stock"
GPIC,Gaming Partners International Corporation 
GPJA,"Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077"
GPK,Graphic Packaging Holding Company
GPL,Great Panther Mining Limited Ordinary Shares (Canada)
GPM,Guggenheim Enhanced Equity Income Fund
GPMT,Granite Point Mortgage Trust Inc. Common Stock
GPN,Global Payments Inc. Common Stock
GPOR,Gulfport Energy Corporation 
GPP,Green Plains Partners LP 
GPRE,"Green Plains, Inc. "
GPRK,Geopark Ltd Common Shares
GPRO,"GoPro, Inc. "
GPS,"Gap, Inc. (The) Common Stock"
GPX,GP Strategies Corporation Common Stock
GQRE,FlexShares Global Quality Real Estate Index Fund
GRA,W.R. Grace & Co. Common Stock
GRAF,Graf Industrial Corp. Common Stock
GRAF.U,"Graf Industrial Corp. Units, each consisting of One share of Common Stock and One redeemable Warrant"
GRAF.W,Graf Industrial Corp. Warrants (each warrant exercisable for one
GRAM,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares"
GRBIC,Gabelli NextShares Trust 
GRBK,"Green Brick Partners, Inc. "
GRC,Gorman
GREK,Global X MSCI Greece ETF
GRES,IQ ARB Global Resources ETF
GRF,"Eagle Capital Growth Fund, Inc. Common Stock"
GRFS,"Grifols, S.A. "
GRI,Cohen & Steers Global Realty Majors ETF
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
GRIF,"Griffin Industrial Realty, Inc. "
GRIN,Grindrod Shipping Holdings Ltd. 
GRMN,Garmin Ltd. 
GRMY,Xtrackers Germany Equity ETF
GRNB,VanEck Vectors Green Bond ETF
GRNQ,Greenpro Capital Corp. 
GROW,"U.S. Global Investors, Inc. "
GRP.U,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc."
GRPN,"Groupon, Inc. "
GRSH,"Gores Holdings III, Inc. "
GRSHU,"Gores Holdings III, Inc. "
GRSHW,"Gores Holdings III, Inc. "
GRTS,"Gritstone Oncology, Inc. "
GRU,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Grains Index 
GRUB,GrubHub Inc. Common Stock
GRVY,"GRAVITY Co., Ltd. "
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GRX$A,Gabelli Healthcare PFD SER A
GRX$B,Gabelli Healthcare Preferred Series B
GS,"Goldman Sachs Group, Inc. (The) Common Stock"
GS$A,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non"
GS$B,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series B"
GS$C,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C"
GS$D,"Goldman Sachs Group, Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg"
GS$J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate
GS$K,"Goldman Sachs Group, Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K"
GS$N,"Goldman Sachs Group, Inc. (The) Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.30% Non"
GSAH,GS Acquisition Holdings Corp. Class A Common Stock
